host_time_s,device_ms,seq,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
243332.4182,84868,50,-0.3186,-0.1033,-0.1353,58.8855,3.9084,-42.7328
243332.4182,84878,50,-0.3213,-0.1501,-0.1489,57.6183,-2.9008,-43.8931
243332.4182,84888,50,-0.3257,-0.1812,-0.1450,56.0458,-10.3664,-43.3130
243332.4182,84898,50,-0.3289,-0.2175,-0.1396,54.9160,-17.6489,-41.6947
243332.4182,84908,50,-0.3352,-0.2375,-0.1282,56.1679,-23.8321,-39.2672
243332.4182,84918,50,-0.3530,-0.2341,-0.1284,58.8092,-28.8855,-35.8321
243332.4182,84928,50,-0.3716,-0.2166,-0.1428,60.5191,-33.6183,-32.9466
243332.4182,84938,50,-0.3965,-0.1838,-0.1494,61.2061,-40.3969,-31.8168
243332.4182,84948,50,-0.4172,-0.1406,-0.1123,59.2977,-50.4580,-33.6794
243332.4182,84958,50,-0.4258,-0.1389,-0.0505,53.4962,-61.7099,-39.0382
243332.5226,84968,51,-0.4460,-0.1992,0.0129,46.6412,-71.8626,-46.7634
243332.5226,84978,51,-0.4646,-0.2739,0.0776,41.8015,-80.4427,-53.2977
243332.5226,84988,51,-0.4705,-0.3462,0.1453,39.4656,-87.2519,-57.2214
243332.5226,84998,51,-0.4900,-0.4412,0.1746,38.5038,-91.2977,-58.8702
243332.5226,85008,51,-0.5066,-0.5198,0.1968,39.2061,-95.0076,-56.9466
243332.5226,85018,51,-0.4937,-0.5845,0.2271,41.3740,-98.2595,-53.2672
243332.5226,85028,51,-0.5278,-0.6245,0.2788,42.5344,-101.6336,-50.3664
243332.5226,85038,51,-0.5378,-0.6572,0.3689,39.1145,-108.0153,-48.4885
243332.5226,85048,51,-0.5522,-0.7107,0.4758,31.2977,-114.1069,-47.4504
243332.5226,85058,51,-0.5688,-0.7449,0.5950,24.7023,-119.4656,-47.4198
243332.6217,85068,52,-0.5735,-0.8020,0.6965,15.8321,-124.7328,-47.5878
243332.6217,85078,52,-0.6042,-0.8950,0.7590,5.2061,-123.9389,-46.2595
243332.6217,85088,52,-0.6638,-0.9966,0.7498,-1.1908,-116.9313,-41.5573
243332.6217,85098,52,-0.6941,-1.0747,0.7075,-3.3588,-110.9924,-33.2214
243332.6217,85108,52,-0.7551,-1.0740,0.6890,-2.8702,-106.4427,-20.8244
243332.6217,85118,52,-0.8052,-1.0042,0.7114,-2.7786,-103.2366,-5.9389
243332.6217,85128,52,-0.8250,-0.8801,0.7708,-3.9542,-99.5878,5.8321
243332.6217,85138,52,-0.8677,-0.7600,0.8110,-6.7634,-93.0534,11.9695
243332.6217,85148,52,-0.9204,-0.6775,0.7986,-13.8779,-87.3435,12.7328
243332.6217,85158,52,-0.9622,-0.6885,0.7559,-24.7328,-87.0840,9.2672
243332.7050,85168,53,-0.9458,-0.7627,0.7402,-34.0153,-90.4122,5.6031
243332.7050,85178,53,-0.9292,-0.8008,0.7781,-39.2519,-92.4275,6.6870
243332.7050,85188,53,-0.9314,-0.8098,0.8486,-42.7176,-90.4885,12.5191
243332.7050,85198,53,-0.9526,-0.7734,0.9138,-45.0076,-86.3053,20.4122
243332.7050,85208,53,-0.9932,-0.7153,0.9290,-47.4962,-79.2672,29.1908
243332.7050,85218,53,-1.0244,-0.6511,0.9194,-47.3740,-71.9237,36.3969
243332.7050,85228,53,-1.0483,-0.5933,0.9043,-47.3893,-66.9160,41.3130
243332.7050,85238,53,-1.0498,-0.5671,0.8784,-48.1221,-64.0458,44.9313
243332.7050,85248,53,-1.0540,-0.5232,0.8762,-49.2977,-62.3969,48.5191
243332.7050,85258,53,-1.0801,-0.4602,0.8972,-51.4656,-60.2901,53.1603
243332.8223,85268,54,-1.1028,-0.3884,0.9265,-52.5038,-56.8092,56.8550
243332.8223,85278,54,-1.1316,-0.3374,0.9563,-54.0763,-52.0000,57.8473
243332.8223,85288,54,-1.1538,-0.3098,0.9951,-55.8473,-47.1298,57.7557
243332.8223,85298,54,-1.1755,-0.2754,1.0745,-57.1756,-42.1221,57.2061
243332.8223,85308,54,-1.1907,-0.2734,1.1353,-61.6336,-36.0000,56.5802
243332.8223,85318,54,-1.1826,-0.2693,1.1692,-64.5649,-29.2214,56.7176
243332.8223,85328,54,-1.1736,-0.2354,1.1951,-63.4656,-21.2214,57.9695
243332.8223,85338,54,-1.1575,-0.1882,1.2178,-61.7405,-12.9466,59.2519
243332.8223,85348,54,-1.1350,-0.1506,1.2244,-59.4656,-4.8702,59.7710
243332.8223,85358,54,-1.1316,-0.0889,1.2302,-56.6565,2.4427,59.7252
243332.9195,85368,55,-1.1150,-0.0381,1.2454,-56.6718,6.5954,58.1527
243332.9195,85378,55,-1.0820,-0.0129,1.2656,-58.5802,10.6412,54.5649
243332.9195,85388,55,-1.0571,-0.0002,1.2734,-60.0611,17.1298,51.0687
243332.9195,85398,55,-1.0391,-0.0022,1.2617,-60.5344,25.0229,48.4275
243332.9195,85408,55,-1.0364,0.0110,1.2283,-57.6183,32.6870,48.0000
243332.9195,85418,55,-1.0325,0.0605,1.2339,-52.0916,39.3130,49.6794
243332.9195,85428,55,-1.0139,0.1172,1.2322,-47.4198,46.1374,51.1298
243332.9195,85438,55,-0.9993,0.1868,1.2065,-43.3435,53.4656,52.0153
243332.9195,85448,55,-0.9861,0.2627,1.1741,-38.8702,59.8168,52.2443
243332.9195,85458,55,-0.9807,0.3320,1.1384,-33.1756,65.6336,50.9313
243333.0041,85468,56,-0.9814,0.3860,1.0864,-28.2290,70.9008,47.8931
243333.0041,85478,56,-0.9739,0.4248,1.0469,-25.3740,74.2748,44.0611
243333.0041,85488,56,-0.9534,0.4360,1.0208,-23.2214,76.1374,39.2824
